Job_ID,Job_Title,Job_Description,Skills,Experience_Level,Location,Salary_INR,Posting_Date
JOB-00236,Business Intelligence Analyst,"We need an experienced Business Intelligence Analyst who can work with Power BI, Data Warehousing, SQL, Data Visualization, Tableau, Python. The role focuses on building BI dashboards and report automation and delivering high-quality solutions.","Power BI, Data Warehousing, SQL, Data Visualization, Tableau, Python",Principal (12+ yrs),San Francisco,3788000.0,2023-09-10
JOB-00237,Business Intelligence Analyst,"Exciting opportunity for a Business Intelligence Analyst! Must be proficient in Statistics, Tableau, Data Visualization, DAX, Python, SQL, ETL. Key responsibilities include data modeling and report automation.","Statistics, Tableau, Data Visualization, DAX, Python, SQL, ETL",Lead (8-12 yrs),Delhi NCR,2428000.0,2021-11-28
JOB-00238,Data Analyst,"Join our growing team as a Data Analyst. Required skills: Pandas, R, Excel, Python, Statistics, SQL, Data Visualization. This role involves analyzing business metrics and creating dashboards and collaborating with cross-functional teams.","Pandas, R, Excel, Python, Statistics, SQL, Data Visualization",Senior (5-8 yrs),San Francisco,2447000.0,2019-12-19
JOB-00239,AI Engineer,"Hiring a AI Engineer with strong expertise in OpenAI, Computer Vision, Transformers, NLP, PyTorch, LangChain. You will training deep learning models and integrating AI into products and drive innovation in our technology stack.","OpenAI, Computer Vision, Transformers, NLP, PyTorch, LangChain",Junior (1-3 yrs),Ahmedabad,502000.0,2022-06-14
JOB-00240,AI Engineer,"We are looking for a skilled AI Engineer to join our team. The ideal candidate should have experience with OpenAI, Docker, Computer Vision, NLP, MLOps, LangChain. You will be responsible for training deep learning models and research and prototyping.","OpenAI, Docker, Computer Vision, NLP, MLOps, LangChain",Fresher (0-1 yrs),Chennai,553000.0,2019-11-20
JOB-00241,Data Scientist,"We need an experienced Data Scientist who can work with Statistics, PyTorch, Jupyter, Machine Learning, Python, NumPy, Deep Learning. The role focuses on presenting insights to stakeholders and building predictive models and delivering high-quality solutions.","Statistics, PyTorch, Jupyter, Machine Learning, Python, NumPy, Deep Learning",Principal (12+ yrs),San Francisco,5050000.0,2022-09-16
JOB-00242,Blockchain Developer,"Join our growing team as a Blockchain Developer. Required skills: Cryptography, Rust, Solidity. This role involves security auditing and smart contract development and collaborating with cross-functional teams.","Cryptography, Rust, Solidity",Junior (1-3 yrs),Chennai,879000.0,2023-10-22
JOB-00243,Backend Developer,"Hiring a Backend Developer with strong expertise in RabbitMQ, Kubernetes, Microservices, Java, SQL, Docker, Redis, Python. You will database optimization and API development and drive innovation in our technology stack.","RabbitMQ, Kubernetes, Microservices, Java, SQL, Docker, Redis, Python",Fresher (0-1 yrs),Sydney,501000.0,2018-06-08
JOB-00244,AI Engineer,"We need an experienced AI Engineer who can work with Docker, LangChain, NLP. The role focuses on research and prototyping and training deep learning models and delivering high-quality solutions.","Docker, LangChain, NLP",Lead (8-12 yrs),London,3112000.0,2024-05-19
JOB-00245,Business Intelligence Analyst,"Join our growing team as a Business Intelligence Analyst. Required skills: Statistics, ETL, Python, DAX. This role involves data modeling and business requirements analysis and collaborating with cross-functional teams.","Statistics, ETL, Python, DAX",Senior (5-8 yrs),Bangalore,2376000.0,2024-08-26
JOB-00246,Backend Developer,"Join our growing team as a Backend Developer. Required skills: Node.js, Microservices, PostgreSQL, Python. This role involves microservices architecture and API development and collaborating with cross-functional teams.","Node.js, Microservices, PostgreSQL, Python",Mid (3-5 yrs),Toronto,1376000.0,2023-07-26
JOB-00247,Cloud Architect,"Exciting opportunity for a Cloud Architect! Must be proficient in GCP, Serverless, CloudFormation. Key responsibilities include designing cloud infrastructure and migration planning.","GCP, Serverless, CloudFormation",Fresher (0-1 yrs),Chennai,567000.0,2019-11-17
JOB-00248,Systems Administrator,"Exciting opportunity for a Systems Administrator! Must be proficient in Linux, PowerShell, Windows Server, Security, Bash, Monitoring, Active Directory, VMware. Key responsibilities include system monitoring and server management.","Linux, PowerShell, Windows Server, Security, Bash, Monitoring, Active Directory, VMware",Junior (1-3 yrs),Delhi NCR,897000.0,2019-07-20
JOB-00249,Business Intelligence Analyst,"We need an experienced Business Intelligence Analyst who can work with SQL, Tableau, Power BI, Statistics, Data Visualization, Python. The role focuses on building BI dashboards and report automation and delivering high-quality solutions.","SQL, Tableau, Power BI, Statistics, Data Visualization, Python",Fresher (0-1 yrs),Seattle,353000.0,2023-03-20
JOB-00250,Database Administrator,"Join our growing team as a Database Administrator. Required skills: SQL, Backup Recovery, Python, MySQL, Data Modeling, MongoDB, Oracle. This role involves database management and performance tuning and collaborating with cross-functional teams.","SQL, Backup Recovery, Python, MySQL, Data Modeling, MongoDB, Oracle",Senior (5-8 yrs),Austin,1786000.0,2020-08-26
JOB-00251,Machine Learning Engineer,"Join our growing team as a Machine Learning Engineer. Required skills: Machine Learning, AWS, Docker, Deep Learning, Scikit-learn. This role involves deploying ML models to production and optimizing model performance and collaborating with cross-functional teams.","Machine Learning, AWS, Docker, Deep Learning, Scikit-learn",Fresher (0-1 yrs),Pune,473000.0,2018-12-26
JOB-00252,Backend Developer,"Exciting opportunity for a Backend Developer! Must be proficient in Redis, PostgreSQL, REST API, RabbitMQ, Docker, Spring Boot. Key responsibilities include microservices architecture and designing scalable backend systems.","Redis, PostgreSQL, REST API, RabbitMQ, Docker, Spring Boot",Senior (5-8 yrs),Berlin,2230000.0,2021-05-22
JOB-00253,Systems Administrator,"We need an experienced Systems Administrator who can work with VMware, Networking, Windows Server, Active Directory, Security. The role focuses on system monitoring and security patching and delivering high-quality solutions.","VMware, Networking, Windows Server, Active Directory, Security",Fresher (0-1 yrs),London,364000.0,2022-12-06
JOB-00254,Data Scientist,"We are looking for a skilled Data Scientist to join our team. The ideal candidate should have experience with Jupyter, SQL, Pandas. You will be responsible for building predictive models and creating data pipelines.","Jupyter, SQL, Pandas",Fresher (0-1 yrs),San Francisco,379000.0,2025-07-03
JOB-00255,Blockchain Developer,"We are looking for a skilled Blockchain Developer to join our team. The ideal candidate should have experience with Python, Solidity, Smart Contracts, Rust, JavaScript. You will be responsible for blockchain architecture and smart contract development.","Python, Solidity, Smart Contracts, Rust, JavaScript",Principal (12+ yrs),Sydney,5362000.0,2021-04-28
JOB-00256,Database Administrator,"We need an experienced Database Administrator who can work with SQL, Database Tuning, Oracle, Python. The role focuses on data migration and performance tuning and delivering high-quality solutions.","SQL, Database Tuning, Oracle, Python",Mid (3-5 yrs),San Francisco,,2018-03-03
JOB-00257,Machine Learning Engineer,"We need an experienced Machine Learning Engineer who can work with Deep Learning, AWS, Machine Learning, MLOps, NLP, Docker, PyTorch. The role focuses on optimizing model performance and feature engineering and delivering high-quality solutions.","Deep Learning, AWS, Machine Learning, MLOps, NLP, Docker, PyTorch",Senior (5-8 yrs),Jaipur,2032000.0,2020-04-15
JOB-00258,Full Stack Developer,"We are looking for a skilled Full Stack Developer to join our team. The ideal candidate should have experience with CSS, REST API, Git, Vue.js, TypeScript, SQL, Docker. You will be responsible for frontend UI development and database management.","CSS, REST API, Git, Vue.js, TypeScript, SQL, Docker",Mid (3-5 yrs),Singapore,1569000.0,2022-04-25
JOB-00259,Cloud Architect,"Join our growing team as a Cloud Architect. Required skills: Linux, Terraform, Kubernetes, Microservices, Serverless, Docker, Security, AWS. This role involves designing cloud infrastructure and security architecture and collaborating with cross-functional teams.","Linux, Terraform, Kubernetes, Microservices, Serverless, Docker, Security, AWS",Mid (3-5 yrs),New York,874000.0,2023-05-08
JOB-00260,Data Engineer,"Join our growing team as a Data Engineer. Required skills: Scala, Docker, Hadoop, Kafka. This role involves data warehousing and building data pipelines and collaborating with cross-functional teams.","Scala, Docker, Hadoop, Kafka",Junior (1-3 yrs),Kolkata,936000.0,2023-04-24
JOB-00261,Full Stack Developer,"Exciting opportunity for a Full Stack Developer! Must be proficient in Docker, Vue.js, TypeScript. Key responsibilities include frontend UI development and database management.","Docker, Vue.js, TypeScript",Senior (5-8 yrs),New York,1808000.0,2023-09-02
JOB-00262,Data Engineer,"We need an experienced Data Engineer who can work with Hadoop, Snowflake, Apache Spark, Python, AWS, Scala. The role focuses on data quality management and building data pipelines and delivering high-quality solutions.","Hadoop, Snowflake, Apache Spark, Python, AWS, Scala",Mid (3-5 yrs),Delhi NCR,1115000.0,2025-01-17
JOB-00263,DevOps Engineer,"Join our growing team as a DevOps Engineer. Required skills: Python, Kubernetes, Terraform, Monitoring, GCP, Jenkins. This role involves monitoring and alerting and infrastructure automation and collaborating with cross-functional teams.","Python, Kubernetes, Terraform, Monitoring, GCP, Jenkins",Mid (3-5 yrs),Seattle,1177000.0,2020-05-08
JOB-00264,Cybersecurity Analyst,"Hiring a Cybersecurity Analyst with strong expertise in Python, Incident Response, Encryption, SIEM, Compliance. You will vulnerability assessment and security audits and drive innovation in our technology stack.","Python, Incident Response, Encryption, SIEM, Compliance",Junior (1-3 yrs),Jaipur,907000.0,2019-10-22
JOB-00265,Backend Developer,"We need an experienced Backend Developer who can work with Java, Node.js, Docker, Kubernetes, Redis, PostgreSQL. The role focuses on database optimization and microservices architecture and delivering high-quality solutions.","Java, Node.js, Docker, Kubernetes, Redis, PostgreSQL",Mid (3-5 yrs),Kochi,1428000.0,2023-09-24
JOB-00266,DevOps Engineer,"Hiring a DevOps Engineer with strong expertise in Linux, Bash, Kubernetes, GCP, Terraform. You will monitoring and alerting and managing CI/CD pipelines and drive innovation in our technology stack.","Linux, Bash, Kubernetes, GCP, Terraform",Lead (8-12 yrs),Jaipur,3691000.0,2020-06-18
JOB-00267,DevOps Engineer,"Exciting opportunity for a DevOps Engineer! Must be proficient in Python, Bash, Azure, Git, AWS, Jenkins, Terraform. Key responsibilities include container orchestration and monitoring and alerting.","Python, Bash, Azure, Git, AWS, Jenkins, Terraform",Principal (12+ yrs),Mumbai,4394000.0,2021-09-16
JOB-00268,AI Engineer,"Hiring a AI Engineer with strong expertise in MLOps, Transformers, Docker, Machine Learning, TensorFlow, Python. You will research and prototyping and training deep learning models and drive innovation in our technology stack.","MLOps, Transformers, Docker, Machine Learning, TensorFlow, Python",Mid (3-5 yrs),Jaipur,1322000.0,2019-04-11
JOB-00269,Blockchain Developer,"Hiring a Blockchain Developer with strong expertise in Cryptography, Smart Contracts, Node.js, Python, Solidity, Ethereum. You will DApp building and smart contract development and drive innovation in our technology stack.","Cryptography, Smart Contracts, Node.js, Python, Solidity, Ethereum",Principal (12+ yrs),Mumbai,4901000.0,2023-11-09
JOB-00270,QA Engineer,"Join our growing team as a QA Engineer. Required skills: Selenium, API Testing, Python. This role involves bug tracking and test automation and collaborating with cross-functional teams.","Selenium, API Testing, Python",Fresher (0-1 yrs),London,496000.0,2019-10-05
